CALENDAR YEAR,MONTH,VENDOR NAME,CATEGORY,ITEM ,ITEM DESCRIPTION,QUANTITY,TRANSACTION SOURCE TYPE
2018,January,PLUME RIDGE IRREVOCABLE TRUST,WINE,310418,JAILLANCE CUVEE DE L'ABBAYE BRUT - 750ML,1,Purchase order
2018,January,EXCELSIOR WINE COMPANY LLC,WINE,73350,CYT FRONTERA S/BLC - 750ML,84,Purchase order
2018,January,PWSWN INC,WINE,347806,BENEVENTO PROSECCO 750 ML,1,Purchase order
2018,January,BACCHUS IMPORTERS LTD,LIQUOR,320654,FILIBUSTER KENTUCKY RYE WHISKEY - 750ML,6,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,311496,KRIS ARTISTS CUV - 750ML,10,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,341351,MOTTO UNABASHED ZIN - 750ML,3,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,75272,CRUZAN RUM-COCONUT (SC) - 1.75L,7,Purchase order
2018,January,WILLIAM GRANT AND SONS INC,LIQUOR,78739,ANCHO REYES CHILE LIQUEUR - 750ML,7,Purchase order
2018,January,BROWN-FORMAN BEVERAGES WORLDWIDE,LIQUOR,76180,KORBEL BRANDY - 1L,2,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,75472,TEMPLETON RYE WHISKEY - 750ML,4,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,44599,LINGANORE SANGRIA - 1.5L,4,Purchase order
2018,January,SANTA MARGHERITA USA INC,WINE,69027,SANTA MARGHERITA P/GRIG VALDADIGE - 750ML,56,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,152609,SEGHESIO SONOMA CTY ZIN 12/CS - 375ML,3,Purchase order
2018,January,PUNTO VINO LLC,WINE,232640,FOSSI CHN - 750ML,4,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,327229,POLIZIANO VINO NOBILE - 375ML,1,Purchase order
2018,January,BACKUP BEVERAGE,BEER,50132,DUCK RABBIT PORTER 4/6 NR,1,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,75841,BLACK BOX CENTRAL COAST CAB-BIB - 3L,828,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,325643,ALEXANDER VALLEY CHARD 12/CS - 375ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,65315,BELMONDO P/GRIG - 750ML,1,Purchase order
2018,January,CASTLE BRANDS USA CORP,LIQUOR,73668,GOZIO AMARETTO - 750ML,9,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,329409,SILVER OAK A/V CAB 10 - 750ML,1,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,72981,RON BARCELO GRAN PLATINUM RUM - 750ML,1,Purchase order
2018,January,BUCK DISTRIBUTING COMPANY INC,BEER,23813,FAMOSA 2/12 CANS - 12OZ,50,Purchase order
2018,January,CROWN IMPORTS,BEER,97403,CORONITA 4/6 7OZ-NR - 7OZ,216,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,306105,CH DE VALMER VOUVRAY - 750ML,7,Purchase order
2018,January,NORTH LOCK LLC DBA PORT CITY BREWING CO,KEG,25741,PORT CITY PORTER 1/2K,2,Purchase order
2018,January,SAZERAC CO,WINE,102032,FUKI SAKE - 750ML,8,Purchase order
2018,January,JACKSON FAMILY ENTERPRISES INC,WINE,83283,K JACKSON VINT RES CAB - 750ML,154,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,324711,MCNAB RIDGE FREDS RED - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,346047,STELLA ROSA PEACH - 750ML,5,Purchase order
2018,January,KATCEF BROTHERS INC,KEG,22493,TROEGS DREAMWEAVER 1/6K,1,Purchase order
2018,January,THE WINE GROUP,WINE,83624,FISHEYE MOSCATO - 750ML,14,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,80950,TAYLOR PORT - 750ML,98,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,337514,CAVICCHIOLI SPK ROSE - 750ML,3,Purchase order
2018,January,SUTTER HOME WINERY INC,WINE,397490,SYCAMORE LANE CHARD - 750ML,28,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,320304,WOODWARD CANYON CAB ARTIST - 750ML,1,Purchase order
2018,January,KYSELA PERE ET FILS LTD,BEER,27392,RIOT RYE PALE ALE 4/6NR - 12OZ,3,Purchase order
2018,January,OPICI FAMILY DISTRIBUTING OF MD,WINE,345243,FLORA SPRINGS NAPA S/BLC - 750ML,2,Purchase order
2018,January,TESTA WINES OF THE WORLD LTD,WINE,341629,FIN DEL MUNDO SPECIAL BLEND - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,310791,GNARLY HEAD S/BLC - 750ML,5,Purchase order
2018,January,UNITED STATES DISTILLED PRODUCTS,WINE,47623,TOSTI PINK MOSCATO - 750ML,3,Purchase order
2018,January,BOSTON BEER CORPORATION,BEER,26342,SAM ADAMS REBEL IPA 2/12 NR - 12OZ,96,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,347911,CUVEE JEAN PAUL GASCOGNE ROSE 750 ML,3,Purchase order
2018,January,LEGENDS LTD,KEG,88490,BURLEY OAK COFFEE N' CREAM - 1/2K,1,Purchase order
2018,January,BANFI PRODUCTS CORP,WINE,367648,PACIFIC RIM SW RIES - 750ML,22,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,234414,TWO HANDS ANGELS SHARE SHZ - 750ML,1,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,312903,WINE BY JOE U/O CHARD         29254 - 750ML,2,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,24716,EL TESORO TEQUILA - PLATINUM - 750ML,1,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,31100,SMIRNOFF VODKA CRANBERRY TW - 1L,5,Purchase order
2018,January,PUNTO VINO LLC,WINE,309708,VARVARA CASTELLO DI BOLGHERI - 750ML,4,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,74845,ROMANA SAMBUCA - 50ML,2,Purchase order
2018,January,HOME BREW MART INC,KEG,24796,BALLAST POINT SCULPIN 1/6K,2,Purchase order
2018,January,OPICI FAMILY DISTRIBUTING OF MD,WINE,40260,MCMANIS FAMILY VYDS CAB - 750ML,5,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,BEER,26358,SMIRNOFF PEACH BELLINI 4/6NR - 11.2OZ,144,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,345159,CATENA CAB VISTA FLORES - 750ML,1,Purchase order
2018,January,ARTISANS & VINES LLC,WINE,311985,CALAMAR RUEDA VERDEJO - 750ML,1,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,346929,ADRIA VINI ITALIA SANG - 750ML,9,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,347002,ADRIA VINI MIRABELLO PROSECCO - 750ML,4,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,374938,VEGA TINTO - 750ML,2,Purchase order
2018,January,BACKUP BEVERAGE,BEER,50179,JACKS HARD CIDER 4/6 12OZ CANS,2,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,45303,CANADIAN CLUB 12YR - 750ML,1,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,320746,EL LIBRE TORR - 750ML,1,Purchase order
2018,January,PABST BREWING CO,BEER,79154,SCHLITZ BULL ICE CANS 12/CS - 24OZ,98,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,336823,CANTINA SANTADI VERM SOLAIS - 750ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,383627,VINACEOUS SNAKE CHARMER SHZ - 750ML,6,Purchase order
2018,January,ASAHI BEER USA INC,BEER,97152,ASAHI DRY 12/21.4OZ NR - 21.4OZ,60,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,327301,LAURENT PERRIER BRUT CHAMPANGE - 750ML,1,Purchase order
2018,January,CABERNET CORPORATION,WINE,336889,LA PLAYA RED BLEND - 750ML,3,Purchase order
2018,January,TRICANA SHIPPERS & IMPORT,WINE,145017,CANTINA ARETINO TERRE TOCSANA - 750ML,3,Purchase order
2018,January,FN CELLARS LLC,WINE,235030,N&N CC RANCH CAB 14 - 750ML,20,Purchase order
2018,January,DOPS INC,BEER,6351,WEIHENSTEPHAN WEISS DARK NR 20/CS - 16.9OZ,1,Purchase order
2018,January,DEUTSCH FAMILY WINE & SPIRITS,WINE,75973,YELLOW TAIL CAB/MER - 1.5L,60,Purchase order
2018,January,QUINTESSENTIAL LLC,WINE,325365,TROPICAL MANGO MOSCATO - 750ML,6,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,323196,NATURA MAL - 750ML,1,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,330533,BADGER MOUNTAIN RED - 3L,2,Purchase order
2018,January,ROYAL WINE CORP,WINE,310370,BARON HERZOG JEUNESSE BLK MUSCAT - 750ML,1,Purchase order
2018,January,HEAVEN HILL DISTILLERIES INC,LIQUOR,70419,DEEP EDDY LEMON VODKA - 750ML,28,Purchase order
2018,January,LEGENDS LTD,KEG,50905,EVIL TWIN COFFEENANDE 1/6 KEG,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,124796,PRODUTTORI DEL BARBARESCO TOR - 750ML,5,Purchase order
2018,January,HOME BREW MART INC,BEER,28945,BALLAST POINT GRAPEFRUIT SCULPIN 4/6 12.OZ NR,68,Purchase order
2018,January,LEGENDS LTD,KEG,50909,FIRESTONE KRIEKY BONES 1/6 KEG,1,Purchase order
2018,January,LEGENDS LTD,BEER,29305,BREWERS ART CHOPTANKD CAN - 4/6 CAN,3,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,392693,MONTE D'EGLI SANG - 750ML,14,Purchase order
2018,January,MILLER BREWING COMPANY,BEER,23416,MILWAUKEE BEST ICE CANS - 24OZ,588,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,312356,J MELLOT SINCERITE S/BLC - 750ML,3,Purchase order
2018,January,PABST BREWING CO,BEER,22953,SCHLITZ HIGH GRAVITY CANS - 24OZ,490,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,35289,SMIRNOFF VODKA - 200ML,72,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,308113,WASHINGTON HILLS L/H SWEET RIES - 750ML,1,Purchase order
2018,January,PUNTO VINO LLC,WINE,333484,SAN LORENZO TREBBIANO D'ABRUZZ - 750ML,1,Purchase order
2018,January,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,235084,FOUNDING SPIRITS AMARO LIQ - 750ML,1,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,70678,CROWN ROYAL BLACK - 1L,8,Purchase order
2018,January,PERNOD RICARD USA LLC,WINE,70654,PERRIER JOUET GRAND BRUT - 6/750ML,14,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,WINE,37001,MONTES ALPHA CAB - 750ML,1,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,234392,FAMIGLIA CASTELLANI COLLESANO P/GRIG - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,382850,TWISTED CAB - 1.5L,1,Purchase order
2018,January,LUNEAU USA INC,WINE,407330,RESERVE MAISON NICOLAS P/GRIG - 750ML,4,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,332574,J PHELPS NAPA CAB 12 - 750ML,5,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,19003,BLACKSTONE CALIF MER - 750ML,112,Purchase order
2018,January,NEW BELGIUM BREWING INC,BEER,25405,NB FAT TIRE 4/6 NR - 12OZ,480,Purchase order
2018,January,LEGENDS LTD,BEER,11888,UNIBROUE A TOUT LE MONDE - 6/4 12.OZ NR,1,Purchase order
2018,January,LEGENDS LTD,KEG,50836,UNION XLII90 1/2 KEG,2,Purchase order
2018,January,BOORDY VINEYARDS,WINE,71749,SWEETLAND CELLARS SPICED WASSAIL - 750ML,7,Purchase order
2018,January,REMY COINTREAU USA,WINE,87718,PIPER SONOMA BRUT  V - 750ML,66,Purchase order
2018,January,DEUTSCH FAMILY WINE & SPIRITS,WINE,321881,YELLOW TAIL PINK MOSCATO - 1.5L,120,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,303356,CH DU COLOMBIER ROUGE - 750ML,1,Purchase order
2018,January,PUNTO VINO LLC,WINE,428727,BAUER ROSENBERG GRUN VELT - 750ML,1,Purchase order
2018,January,SAZERAC CO,LIQUOR,35866,BOWMAN'S VODKA - 375ML,140,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,321503,DONA PAULA LOS CARDOS CAB - 750ML,1,Purchase order
2018,January,J LOHR WINERY,WINE,81205,J LOHR WILDFLOWER VALDIGUIE - 750ML,5,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,336303,LA JARA SPK BRUT ROSE ORG - 750ML,1,Purchase order
2018,January,YOUNG WON TRADING INC,WINE,377120,YW HAKKAISAN EIGHT PEAKS - 720ML,6,Purchase order
2018,January,LEGENDS LTD,BEER,25096,KRONENBOURG BLANC 4/6 NR - 12OZ,4,Purchase order
2018,January,INTERBALT PRODUCTS CORP,WINE,338757,CH SABOURI BORDEAUX - 750ML,1,Purchase order
2018,January,LEGENDS LTD,BEER,6971,UNIBROUE LA FIN DU MONDE 6/4 12.OZ NR,26,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,330599,THREE RIVERS C/V/R RED - 750ML,1,Purchase order
2018,January,CROWN IMPORTS,BEER,99198,MODELO ESPECIAL 2/12 NR - 12OZ,1666,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,233988,CH LYONNAT LUSSAC ST EMILION 12 - 750ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,391514,CHOCOLATE BLOCK RED - 750ML,1,Purchase order
2018,January,ANHEUSER BUSCH INC,NON-ALCOHOL,94293,O'DOULS AMBER NA 4/6 LNNR - 12OZ,224,Purchase order
2018,January,PERNOD RICARD USA LLC,LIQUOR,70880,AVION TEQ REPOSADO - 750ML,1,Purchase order
2018,January,MILLER BREWING COMPANY,BEER,23005,COORS LIGHT NR - 40OZ,96,Purchase order
2018,January,LEGENDS LTD,LIQUOR,338799,BLACK BUTTON BOURBON CREAM - 750ML,23,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,72826,LOS VASCOS CHARD - 750ML,13,Purchase order
2018,January,KATCEF BROTHERS INC,BEER,40895,TROEGS LA GRAVE - 12.7OZ,1,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,42734,RINGBOLT CAB - 750ML,1,Purchase order
2018,January,CRAFT WINE & SPIRITS OF MARYLAND LLC,LIQUOR,311515,BRECKENRIDGE SPICED WHISKEY - 750ML,1,Purchase order
2018,January,BARON FRANCOIS LTD,WINE,328402,PICPOUL DE PINET DOM DE LA MADONE - 750ML,1,Purchase order
2018,January,ELITE WINES IMPORTS,WINE,346911,CARL GRAFF RIES KAB - 750ML,3,Purchase order
2018,January,TRADEWINDS SPECIALTY IMPORTS LLC,WINE,320686,MANIA S/BLC - 750ML,2,Purchase order
2018,January,PRESTIGE WINE IMPORTS,WINE,71412,MEZZACORONA MER - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,17868,LINGANORE WH RAVEN - 750ML,6,Purchase order
2018,January,PUNTO VINO LLC,WINE,233722,ALCESTI BIBESIA CHARD - 750ML,1,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,16810,GEORGE DICKEL #8 SOUR MASH - 1.75L,2,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,196673,FINCA EL PORTILLO MAL - 750ML,13,Purchase order
2018,January,ANHEUSER BUSCH INC,BEER,25893,OMMISSION LAGER 4/6 NR - 11.2OZ,49,Purchase order
2018,January,LEGENDS LTD,BEER,11548,BRECKENRIDGE VAN PORTER - 16OZ CAN,4,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,LIQUOR,43345,PRAIRIE ORGANIC VODKA - 750ML,2,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,339404,CH BOUTISSE ST EMILION GR CRU - 750ML,1,Purchase order
2018,January,VIGNOBLES LVDH USA INC,WINE,413992,CASTLE ROCK CAL CUV P/NOIR - 750ML,4,Purchase order
2018,January,DELICATO FAMILY VINEYARDS,WINE,83337,BOTA BOX-MER(3/CS) - 3L,168,Purchase order
2018,January,PERNOD RICARD USA LLC,LIQUOR,42331,H WALKER CR DE CACAO WH - 750ML,4,Purchase order
2018,January,BARON FRANCOIS LTD,WINE,43584,VALDUERO CRIANZA - 750ML,1,Purchase order
2018,January,CAMPARI AMERICA LLC,LIQUOR,50776,FRANGELICO LIQUEUR - 750ML,56,Purchase order
2018,January,PERNOD RICARD USA LLC,LIQUOR,65730,ABSOLUT VODKA - CITRON - 50ML,17,Purchase order
2018,January,KYSELA PERE ET FILS LTD,WINE,317478,CHAKANA EST MAL - 750ML,14,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,76631,JOHNNIE WALKER GOLD LABEL RESERVE - 750ML,32,Purchase order
2018,January,PABST BREWING CO,BEER,28579,NOT YOUR FATHER'S ROOT BEER 4/6 NR,120,Purchase order
2018,January,LEGENDS LTD,BEER,99662,SCRUMPY'S ORGANIC CIDER NR - 22OZ,6,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,348934,FINCA ESCONDIDA RS CABERNET - 750ML,5,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,423882,LA CARTUJA PRIORAT - 750ML,2,Purchase order
2018,January,SUTTER HOME WINERY INC,WINE,82115,SUTTER HOME RED BLEND - 1.5L,36,Purchase order
2018,January,OPICI FAMILY DISTRIBUTING OF MD,WINE,60747,OPICI LAMBRUSCO - 750ML,1,Purchase order
2018,January,PUNTO VINO LLC,WINE,233940,BULGARIAN HERITAGE MAVRUD - 750ML,1,Purchase order
2018,January,TRICANA SHIPPERS & IMPORT,WINE,336644,TERRE DEL FOHN P/GRIG 14 - 750ML,1,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,232376,DIAMANT ROYAL BRUT BL/BL - 750ML,1,Purchase order
2018,January,WINE BRIDGE IMPORTS INC,WINE,340433,2 COPAS CAB - 750ML,1,Purchase order
2018,January,QUINTESSENTIAL LLC,WINE,89282,NEW AGE WHITE - 750ML,28,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,52930,ESTANCIA CAL P/GRIG - 750ML,14,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,62898,WILLM RES GEW - 750ML,1,Purchase order
2018,January,PWSWN INC,WINE,312259,BERGEVIN LANE LINEN S/BLC - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,43990,RAMOS PINTO RUBY PORT 6/CS - 750ML,1,Purchase order
2018,January,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,81595,BERINGER RED CRUSH  - 750ML,5,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,47445,VAN GOGH VODKA - ACAI BLUEBERRY - 750ML,2,Purchase order
2018,January,MILLER BREWING COMPANY,BEER,92886,COORS LT 2/12 LNNR - 12OZ,1288,Purchase order
2018,January,E & J GALLO WINERY,WINE,81657,LIVINGSTON CELLARS SANGRIA - 3L,12,Purchase order
2018,January,GRAPES OF SPAIN INC,WINE,337766,FATUM RED - 750ML,2,Purchase order
2018,January,LEGENDS LTD,KEG,28091,ANDECHS DOPPELBOCK 50L - 1/2K,1,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,234218,CANTINA CELLARO LUMA NERO D'AVOLA - 750ML,4,Purchase order
2018,January,LEGENDS LTD,BEER,22302,OSKAR BLUES MAMAS YELLOW PILS 4/6 12.OZ CAN,34,Purchase order
2018,January,HEAVEN HILL DISTILLERIES INC,LIQUOR,75230,ANSAC COGNAC VS - 750ML,6,Purchase order
2018,January,MOET HENNESSY USA,WINE,49832,CLOUDY BAY CHARD - 750ML,1,Purchase order
2018,January,BROWN-FORMAN BEVERAGES WORLDWIDE,LIQUOR,28797,CANADIAN MIST WHISKY - 1.75L,168,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,198340,ALSACE WILLM RIES - 750ML,3,Purchase order
2018,January,LANTERNA DISTRIBUTORS INC,WINE,338970,SILVER CREEK MER - 750ML,2,Purchase order
2018,January,ARTISANS & VINES LLC,WINE,347449,EL SIERRO TEMP CAB 15 - 750ML,29,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,27448,MCCLELLAND'S HIGHLAND SCOTCH - 750ML,28,Purchase order
2018,January,BACKUP BEVERAGE,BEER,50212,EPIC ESCAPE IPA 4/6 12OZ CANS,2,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,168521,HERON CHARD - 750ML,2,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,334992,ZINPHOMANIC OLD VNS RES - 750ML,2,Purchase order
2018,January,COMETE WINES LLC,WINE,338668,GRATEFUL RED P/NOIR - 750ML,1,Purchase order
2018,January,WILLIAM GRANT AND SONS INC,LIQUOR,39322,MILAGRO SILVER TEQUILA 80 - 750ML,112,Purchase order
2018,January,Z WINE GALLERY IMPORTS LLC,WINE,345588,CH FLEUR HAUT GAUSSENS BORD SUP - 750ML,1,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,81035,CLOS DU BOIS P/NOIR - 750ML,154,Purchase order
2018,January,YOUNG WON TRADING INC,WINE,322810,SHO CHUKU BAI MIO SPARK SAKE - 300ML,9,Purchase order
2018,January,GRAPES & BARLEY LLC,WINE,234018,ROUGH DAY CAB - 750ML,35,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,329218,CAMBRIA VIOG - 750ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,180998,CASTELLARE DI CASTELLINA CHN - 750ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,340287,PAUL CLUVER S/BLC - 750ML,1,Purchase order
2018,January,LUNEAU USA INC,WINE,75060,NICOLAS FERRANDE S/BLC - 750ML,1,Purchase order
2018,January,LEGENDS LTD,KEG,347683,FIRESTONE UNION JACK 1/6K,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,45005,PLANETA CERASUOLO DI VITTORIA - 750ML,1,Purchase order
2018,January,BACARDI USA INC,WINE,79618,MARTINI & ROSSI DRY VERMOUTH - 1.5L,54,Purchase order
2018,January,DUCKHORN WINE COMPANY,WINE,300096,DECOY SONOMA P/NOIR - 750ML,14,Purchase order
2018,January,INTERNATIONAL CELLARS LLC,WINE,399108,RN-13 RED - 750ML,2,Purchase order
2018,January,COASTAL BREWING COMPANY LLC,DLC,1236,DLC BEER PALLET,5,Purchase order
2018,January,KYSELA PERE ET FILS LTD,BEER,97027,ESCUTCEON 4TH &1PILSNER - 16.0Z CAN,3,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,87602,R MONDAVI NAPA CHARD - 750ML,1,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,LIQUOR,11317,FEW BREAKFAST GIN - 750ML,1,Purchase order
2018,January,SALVETO IMPORTS LLC,WINE,235090,ADELAIDA HMR EST VYD CHARD - 750ML,1,Purchase order
2018,January,SAZERAC CO,LIQUOR,75516,FIREFLY STRAWBERRY MOONSHINE - 750ML,1,Purchase order
2018,January,YOUNG WON TRADING INC,WINE,196410,SHO CHIKU BAI PREM GINJO SAKE - 300ML,2,Purchase order
2018,January,LEGENDS LTD,BEER,13082,UNION SKIPJACK 4/6CN - 12OZ,21,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,WINE,421103,ZONIN PROSECCO - 187ML,9,Purchase order
2018,January,E & J GALLO WINERY,LIQUOR,70389,CAMARENA TEQUILA - REPOSADO - 750ML,24,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,302798,ANCIENT PEAKS CAB - 750ML,3,Purchase order
2018,January,ROYAL WINE CORP,WINE,318145,DOM DU CASTEL GRAND VIN - 750ML,1,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,79713,SKINNYGIRL VODKA-TANGERINE - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,340072,LOVE NOIR P/NOIR - 750ML,3,Purchase order
2018,January,PARK STREET IMPORTS LLC,LIQUOR,73311,LA CARAVEDO QUEBRANTA PISCO - 750ML,7,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,10861,RAVAGE CAB - 750ML,28,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,315484,CAVIT MER - 187ML,8,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,314464,VILLA JOLANDA BRUT SILVER LBL - 750ML,4,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,74837,RUMPLE MINZE SCHNAPPS 100P - 375ML,2,Purchase order
2018,January,PABST BREWING CO,BEER,8699,SCHLITZ MALT 12/40OZ NR - 40OZ,144,Purchase order
2018,January,HEAVEN HILL DISTILLERIES INC,LIQUOR,23817,BURNETT'S VODKA - VANILLA - 750ML,1,Purchase order
2018,January,BOSTON BEER CORPORATION,BEER,26105,ANGRY ORCHARD MIX 2/12 NR - 12OZ,240,Purchase order
2018,January,CROWN IMPORTS,BEER,69060,CORONITA LOOSE NR 24/CS - 7OZ,144,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,337320,TORTOISE CREEK P/NOIR LE CHARMEL - 750ML,56,Purchase order
2018,January,BARON FRANCOIS LTD,WINE,432822,PINARDIERE TRAD MUSCADET - 750ML,4,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,46191,STAGS LEAP WINE CELLARS CHARD - 750ML,2,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,WINE,166296,WILLAMETTE VALLEY VYDS DRY RIESLING - 750ML,2,Purchase order
2018,January,E & J GALLO WINERY,WINE,83748,BAREFOOT CEL P/NOIR - 750ML,30,Purchase order
2018,January,INTERBALT PRODUCTS CORP,WINE,346773,LISABELLA P/GRIG - 750ML,2,Purchase order
2018,January,FLYING DOG BREWERY LLLP,BEER,28404,FLYING DOG BLOODLINE 4/6NR - 12OZ,576,Purchase order
2018,January,ANHEUSER BUSCH INC,BEER,91243,NATURAL LT 2/12 CAN - 12OZ,392,Purchase order
2018,January,SAZERAC CO,LIQUOR,12580,VIRGINIA GENTLEMAN - 750ML,1,Purchase order
2018,January,PWSWN INC,WINE,32022,STELLENBOSCH HILLS POLKADTAAT S/BLC - 3L,4,Purchase order
2018,January,CLIPPER CITY BREWING CO,KEG,82813,HEAVY SEAS LOOSE CANNON 1/6K,40,Purchase order
2018,January,SALVETO IMPORTS LLC,WINE,341403,BROADSIDE PASO ROBLES CAB - 750ML,9,Purchase order
2018,January,PIPE CREEK WINES LLC,WINE,342690,LE VAL SAUVIGNON BLANC-750ML,1,Purchase order
2018,January,KOBRAND CORPORATION,LIQUOR,55077,ALIZE RED PASSION - 750ML,10,Purchase order
2018,January,LEGENDS LTD,BEER,29034,FIRESTONE PIVO PILS 4 /6/12.OZ CAN,2,Purchase order
