CALENDAR YEAR,MONTH,VENDOR NAME,CATEGORY,ITEM ,ITEM DESCRIPTION,QUANTITY,TRANSACTION SOURCE TYPE
2018,January,OPICI FAMILY DISTRIBUTING OF MD,WINE,310828,MU CREAMY COCO CAPPUCCINO - 750ML,1,Purchase order
2018,January,GLOBAL OCEAN AND AIR CARGO SERVICES,BEER,98884,HARAR BEER 4/6NR - 11.2OZ,5,Purchase order
2018,January,SUTTER HOME WINERY INC,WINE,83747,SUTTER HOME CAB - 1.5L,144,Purchase order
2018,January,UNITED STATES DISTILLED PRODUCTS,WINE,330923,ASTORIA MOSCATO SPARK - 187ML,1,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,388521,CARY POTET MONTAGNY - 750ML,1,Purchase order
2018,January,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,308741,GILGAL MER - 750ML,1,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,329683,UNDERWOOD P/NOIR CAN - 375ML,7,Purchase order
2018,January,DOPS INC,WINE,336967,STEELHEAD S/BLC - 750ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,319283,MICHEL GASSIER CERCIUS RED - 750ML,1,Purchase order
2018,January,LEGENDS LTD,BEER,22589,OSKAR BLUES DALES PALE 2/12 CANS - 12OZ,33,Purchase order
2018,January,BARON FRANCOIS LTD,WINE,47360,DOM LE CLOS DES CAZAUX VACQUEYRAS - 750ML,1,Purchase order
2018,January,ANHEUSER BUSCH INC,KEG,98680,SHOCK TOP BELGIUM WHITE 1/6 KG,36,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,318347,AVANTIS EST WHITE - 750ML,1,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,45398,WINTER GOLD APPLE ICE WINE - 375ML,1,Purchase order
2018,January,LEGENDS LTD,BEER,12610,ACE CIDER JOKER - 4/6 12.OZ,6,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,323297,FANTINI SANG - 750ML,2,Purchase order
2018,January,LANTERNA DISTRIBUTORS INC,WINE,330313,KELLER EST ROTIE - 750ML,1,Purchase order
2018,January,MHW LTD,WINE,76112,EL BURRO KICKASS GARNACHA - 750ML,56,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,395838,BORGO SCOPETO BORGONERO - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,40240,STARMONT S/BLANC - 750ML,3,Purchase order
2018,January,OPICI FAMILY DISTRIBUTING OF MD,WINE,337304,DONELLI LAMB GRASPAROSSA - 750ML,1,Purchase order
2018,January,PUNTO VINO LLC,WINE,349356,SIEMA VYDS CAB - 750ML,2,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,38156,RONRICO RUM - WHITE - 1L,1,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,31577,ORACLE SHZ - 750ML,1,Purchase order
2018,January,DON SEBASTIANI & SONS,WINE,82255,PEPPERWOOD GROVE MER - 750ML,2,Purchase order
2018,January,OPICI FAMILY DISTRIBUTING OF MD,WINE,345515,MU CREAMY CHOCOLATE CHAI - 50ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,346905,CALINA RESA S/BLC - 750ML,2,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,22284,CLOS DU BOIS RES CAB - 750ML,8,Purchase order
2018,January,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,308781,CLOUDLINE P/NOIR - 750ML,1,Purchase order
2018,January,ROYAL WINE CORP,WINE,158968,KEDEM CONCORD KAL - 750ML,1,Purchase order
2018,January,JACKSON FAMILY ENTERPRISES INC,WINE,88589,LA CREMA MONTEREY P/NOIR - 750ML,182,Purchase order
2018,January,PABST BREWING CO,DLC,302,MILLER PALLETS,51,Purchase order
2018,January,EXCELSIOR WINE COMPANY LLC,WINE,72753,CYT FRONTERA CAB/MER - 1.5L,320,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,70336,PINNACLE CITRUS VODKA - 1.75L,112,Purchase order
2018,January,LANTERNA DISTRIBUTORS INC,WINE,309271,GRIGNANO CHN RUFINA - 750ML,1,Purchase order
2018,January,ROYAL WINE CORP,WINE,347880,RASHI SANGRIA 750 ML,1,Purchase order
2018,January,MILLER BREWING COMPANY,BEER,91090,COORS LT 18PK CAN - 12OZ,2070,Purchase order
2018,January,STE MICHELLE WINE ESTATES,WINE,42165,14 HANDS CAB - 750ML,182,Purchase order
2018,January,THE WINE GROUP,WINE,44580,BIG HOUSE CARDINAL ZIN - 750ML,14,Purchase order
2018,January,LANTERNA DISTRIBUTORS INC,WINE,335456,CASALINI P/GRIG - 750ML,28,Purchase order
2018,January,GRAPES OF SPAIN INC,WINE,371394,LAS COLINAS DEL EBRO GARN BLC - 750ML,3,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,WINE,403709,WILLAMETTE VLY W/CLUSTER P/NOIR - 750ML,1,Purchase order
2018,January,BUCK DISTRIBUTING COMPANY INC,BEER,26087,HOFBRAU DUNKEL 4/6NR - 11.2OZ,96,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,408590,MONTICELLO DOLCELTO D'ASTI - 750ML,3,Purchase order
2018,January,BACCHUS IMPORTERS LTD,LIQUOR,23930,LANDY COGNAC VS - 750ML,13,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,WINE,16225,WILLEMETTE VLY W/CLSTER P/NOIR - 750ML,2,Purchase order
2018,January,BROWN-FORMAN BEVERAGES WORLDWIDE,LIQUOR,12904,DON EDUARDO TEQUILA - ANEJO - 750ML,6,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,329420,ANGOSTURA OLD OAK WHITE RUM - 750ML,2,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,315214,SPELLBOUND CHARD - 750ML,1,Purchase order
2018,January,DOPS INC,BEER,26198,DAY OF THE DEAD AMBER ALE 4/6NR - 11.2OZ,2,Purchase order
2018,January,ANHEUSER BUSCH INC,BEER,28474,BUD LT LM MANGO RITA CANS 15/CS - 25OZ,432,Purchase order
2018,January,PWSWN INC,WINE,335634,MARC CELLARS CHARD - 750ML,2,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,343641,SMOKE STACK S/BLC RES - 750ML,1,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,348906,CARLOS SERRES VEGA PIEDRA TEMP 16 - 750ML,2,Purchase order
2018,January,BACCHUS IMPORTERS LTD,LIQUOR,346055,ROCK TOWN GRAPEFRUIT VODKA - 750ML,4,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,313356,THOMAS GOSS CAB - 750ML,1,Purchase order
2018,January,ELITE WINES IMPORTS,WINE,233828,ROSA DEL GOLFO SCALIERE - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,305112,HOGUE S/BLC - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,324097,CLOS TROTELGOTTE CAHORS K - 750ML,1,Purchase order
2018,January,LEGENDS LTD,KEG,24038,LAGUNITAS IPA 1/2K,28,Purchase order
2018,January,PATERNO IMPORTS LTD,WINE,85027,FEDERALIST CHARD  - 750ML,3,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,70217,SMIRNOFF VODKA-WHIPPED CREAM - 750ML,5,Purchase order
2018,January,FLYING DOG BREWERY LLLP,BEER,25980,FLYING DOG SNAKE DOG IPA 2/12 CANS - 12OZ,100,Purchase order
2018,January,LEGENDS LTD,BEER,5398,DUVEL 6/4 NR - 11OZ,30,Purchase order
2018,January,YOUNG WON TRADING INC,WINE,331570,HAKUSHIKA HAKO SAKE - 900ML,5,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,47908,MVEMVE RAATS MR DE COMPOSTELLA - 750ML,1,Purchase order
2018,January,DOPS INC,WINE,50899,RARE CAB 750ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,305402,SANTA TRESA PURATO NERO D'AVOLA - 750ML,3,Purchase order
2018,January,LUNEAU USA INC,WINE,310560,CARIGNAN - 750ML,2,Purchase order
2018,January,LAPHAM SALES & MARKETING DBA LAPHAM,WINE,44151,GEKKEIKAN HORIN SAKE - 300ML,2,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,43366,NUVO SPARKLING LIQUEUR - 750ML,12,Purchase order
2018,January,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,366080,LINDEMANS BIN 85 P/GRIG - 750ML,17,Purchase order
2018,January,TERRAPIN BEER COMPANY,BEER,29783,TERRAPIN IPA SURVIVAL KIT - 2/12 CANS,42,Purchase order
2018,January,BACKUP BEVERAGE,BEER,50554,EPIC BIG BAD BAPTIST 22OZ NR,6,Purchase order
2018,January,KYSELA PERE ET FILS LTD,WINE,232386,VIGNAC SPARK BRUT BL/BL KOS - 750ML,1,Purchase order
2018,January,BACARDI USA INC,LIQUOR,38393,BACARDI RUM - GOLD - 375ML,66,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,325709,DOM MOREAU NAUDET CHAB - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,326145,ARCENO STRADO AL SASSO - 750ML,2,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,311634,MASTROBERARDINO LCRMA CHRIS ROS - 750ML,1,Purchase order
2018,January,PWSWN INC,WINE,336205,FINCA MILLARA LAGARIZA MENCIA 13 - 750ML,2,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,BEER,94862,ROCHEFORT 10  NR 12/CS - 11.2OZ,6,Purchase order
2018,January,BACKUP BEVERAGE,BEER,50409,EPIC NEW ENGLAND STYLE SERIES IPA 4/6 12OZ CAN,18,Purchase order
2018,January,INTERBALT PRODUCTS CORP,BEER,21973,LVIVSUE 1715 NR - 16.9OZ,1,Purchase order
2018,January,ELITE WINES IMPORTS,WINE,325125,LAKE CHALICE THE NEST S/BLC - 750ML,3,Purchase order
2018,January,DEUTSCH FAMILY WINE & SPIRITS,WINE,58319,YELLOW TAIL P/GRIG - 750ML,180,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,339542,CHIARLI LAMB CENTENARIO - 750ML,2,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,345733,TERRILOGIO PRIMATIVO - 750ML,3,Purchase order
2018,January,THREE STARS BREWING COMPANY LLC,BEER,50561,3 STARS NECTAR OF THE BOGS 6/4 16OZ CAN,9,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,NON-ALCOHOL,80127,STIRRINGS LEMON DROP COCKTAIL 6/CS - 750ML,1,Purchase order
2018,January,LEGACY PARTNERS DISTRIBUTION LLC,LIQUOR,342241,EL DECRETO TEQUILA REPOSADO - 750ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,305775,MACROSTIE S/C CHARD - 375ML,1,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,429797,SOL'ACANTALYS CDR RGE - 375ML,1,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,312128,TELMO RODRIGUEZ BASA RUEDA - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,310476,FINCA EL PORTILLO S/BLC - 750ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,339487,MASSAYA LE COLOMBIER RED - 750ML,3,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,346402,JUST PEACHY REFRESHING BUBBLY - 750ML,3,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,43237,CRUZAN RUM - BLK CHERRY - 750ML,4,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,350087,BORGES PORTO RUBY - 750ML,3,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,22993,RHUM BARBANCOURT 15 YR ES RS - 750ML,7,Purchase order
2018,January,DOPS INC,WINE,321142,PASQUA P/GRIG - 750ML,2,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,50628,CRUZAN RUM - LIGHT - 750ML,1,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,33626,TOMAIOLO CHN RIS - 750ML,3,Purchase order
2018,January,CROWN IMPORTS,BEER,28618,CORONA EXTRA 18PK CAN 12OZ,780,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,235010,CH HAUT-GIRON RED BORD - 750ML,2,Purchase order
2018,January,ANHEUSER BUSCH INC,BEER,30806,NATURAL LT 15/25OZ CANS,64,Purchase order
2018,January,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,83151,CH ST JEAN CAL CHARD - 750ML,28,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,326969,ANDERSON CHAB - 18L,7,Purchase order
2018,January,LEGENDS LTD,BEER,4740,AVENTINUS EISBOCK 4/6NR - 11.2OZ,2,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,181064,OXFORD LANDING MER - 750ML,2,Purchase order
2018,January,LANTERNA DISTRIBUTORS INC,WINE,306979,BLISS CHARD - 750ML,1,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,84127,ERRAZURIZ MAX RES S/BLC - 750ML,2,Purchase order
2018,January,INTERBALT PRODUCTS CORP,WINE,318902,PAPI MER - 1.5L,2,Purchase order
2018,January,ELITE WINES IMPORTS,WINE,332894,CLOS FIGUERAS SERRAS DEL PRIORAT RED - 750ML,1,Purchase order
2018,January,DOPS INC,WINE,319990,FRIENDS WHITE - 750ML,1,Purchase order
2018,January,IMPERO WINE DISTRIBUTORS VIRGINIA INC,WINE,348833,ANTONUTTI ROS DI MURI - 750ML,5,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,22632,CASARSA CAB - 1.5L,1,Purchase order
2018,January,DOPS INC,BEER,22718,ST PETERS PORTER 3/4 NR - 16.9OZ,1,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,339143,ALTIVO DAO RED - 750ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,302410,HAHN P/NOIR - 750ML,3,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,28959,COUSINO MACUL SAUVIGNON GRIS - 750ML,1,Purchase order
2018,January,LEGENDS LTD,BEER,10434,LAGUNITAS IPA 4/6 NR - 12OZ,216,Purchase order
2018,January,BACKUP BEVERAGE,KEG,50884,2 BROS HEAVY HANDED 1/6 KEG,1,Purchase order
2018,January,E & J GALLO WINERY,WINE,318582,BRANCAIA TRE ROSSO TOSCANA - 750ML,6,Purchase order
2018,January,INTERBALT PRODUCTS CORP,WINE,349079,KGM KINDZMARAULIU - 750ML,3,Purchase order
2018,January,PRESTIGE WINE IMPORTS,WINE,327434,STEMMARI MOSCATO - 750ML,1,Purchase order
2018,January,LEGENDS LTD,WINE,336806,DANSK KLAPOJSTER MEAD - 750ML,1,Purchase order
2018,January,HEINEKEN USA,BEER,7803,HEINEKEN 4/6NR - 7OZ,990,Purchase order
2018,January,ONE TRUE VINE,WINE,328745,CHERRY PIE THREE VYDS P/NOIR - 750ML,0,Purchase order
2018,January,OPICI FAMILY DISTRIBUTING OF MD,WINE,338146,LINE 39 P/GRIGIO - 750ML,1,Purchase order
2018,January,MILLER BREWING COMPANY,BEER,93513,MICKEYS MALT 4/6 NR - 12OZ,420,Purchase order
2018,January,PUNTO VINO LLC,WINE,184012,SALVANO BARB D'ALBA - 750ML,1,Purchase order
2018,January,DOPS INC,WINE,43315,DRY CREEK CAB - 750ML,1,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,32115,TANQUERAY 10 - 750ML,4,Purchase order
2018,January,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,332139,ANDREOLA VERY X/DRY PROSECCO - 750ML,1,Purchase order
2018,January,BACARDI USA INC,LIQUOR,29149,"DEWAR'S ""WHITE LABEL"" SCOTCH - 50ML",2,Purchase order
2018,January,INTERBALT PRODUCTS CORP,WINE,306306,BLACK DOCTOR RES - 750ML,1,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,11509,DEKUYPER SIGN CR DE MENTHE WT - 1L,1,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,80942,CRIBARI MARSALA - 750ML,14,Purchase order
2018,January,MARK ANTHONY BRANDS INC,BEER,1880,MIKES LEMONADE 4/6 NR - 11.2OZ,288,Purchase order
2018,January,PARK STREET IMPORTS LLC,LIQUOR,78757,PISCO PORTON MOSTO VERDE  - 750ML,28,Purchase order
2018,January,BACKUP BEVERAGE,BEER,50450,3WV SHOREBREAK PALE 4/6 CAN,1,Purchase order
2018,January,SAZERAC CO,LIQUOR,79999,CONCANNON IRISH WHISKEY - 750ML,2,Purchase order
2018,January,SCHUG CARNEROS ESTATE WINERY,WINE,15040,SCHUG SONOMA MERLOT - 750ML,2,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,340113,HOUSE WINE P/NOIR - 3L,1,Purchase order
2018,January,PUNTO VINO LLC,WINE,427707,HILLINGER EVELINE P/NOIR - 750ML,2,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,78691,CROWN ROYAL XO - 750ML,7,Purchase order
2018,January,BACKUP BEVERAGE,BEER,50897,JACKS PEAR CIDER 4/6 CANS,5,Purchase order
2018,January,OPICI FAMILY DISTRIBUTING OF MD,WINE,327369,MOSELLAND PINK CAT RIES - 500ML,1,Purchase order
2018,January,SUTTER HOME WINERY INC,WINE,47376,MENAGE A TROIS WHITE - 750ML,28,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,325508,INSPIRED RED - 750ML,1,Purchase order
2018,January,INTERNATIONAL CELLARS LLC,WINE,328306,IXSIR ALTITUDES RED - 750ML,1,Purchase order
2018,January,SURVILLE ENTERPRISES CORP,WINE,340876,B&G COTE DE PROVENCE - 750ML,28,Purchase order
2018,January,JACKSON FAMILY ENTERPRISES INC,WINE,85766,LA CREMA SONOMA COAST CHARD - 750ML,182,Purchase order
2018,January,DOGFISH HEAD CRAFT BREWERY,BEER,88358,DOGFISH HEAD BURTON BATON 6/4NR - 12OZ,36,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,301509,MONTI GUIDI DEL CARMINE RES MONTPUL - 750ML,5,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,BEER,94943,WESTMALLE TRIPLE NR 6/CS - 25.4OZ,4,Purchase order
2018,January,ANHEUSER BUSCH INC,BEER,23084,BUD LIGHT LIME 18PK-NR - 12OZ,180,Purchase order
2018,January,MONTEBELLO BRANDS INC,LIQUOR,35041,VLADIMIR VODKA - 1.75L,75,Purchase order
2018,January,CROWN IMPORTS,BEER,20090,MODELO ESPECIAL 18PK 12.0Z NR,350,Purchase order
2018,January,GRAPES OF SPAIN INC,WINE,309071,RIOS DE TINTA - 750ML,14,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,82163,CLOS DU BOIS MER - 750ML,182,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,304887,NORMAND MACON LA ROCHE - 750ML,1,Purchase order
2018,January,TRADEWINDS SPECIALTY IMPORTS LLC,WINE,234290,4MIL CEPAS TINTA DE TORO ORG - 750ML,1,Purchase order
2018,January,MILLER BREWING COMPANY,BEER,30803,REDD'S WICKED APPLE ALE - 24.OZ CAN,98,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,71281,COMBIER CREME DE PAMPLEMOUSSE - 750ML,1,Purchase order
2018,January,LEGENDS LTD,KEG,40961,FOUNDERS BREAKFAST STOUT 1/2K,1,Purchase order
2018,January,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,44610,LINDEMANS BIN 95 S/BLC - 750ML,1,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,LIQUOR,73678,BLACK HAUS SCHNAPPS - 750ML,1,Purchase order
2018,January,OPICI FAMILY DISTRIBUTING OF MD,WINE,45844,FLORA SPRINGS TRILOGY RED - 750ML,4,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,312995,LUNATIC RED - 750ML,1,Purchase order
2018,January,ROYAL WINE CORP,WINE,330108,ALTOONA HILLS CAB/MER - 750ML,1,Purchase order
2018,January,PERNOD RICARD USA LLC,LIQUOR,10442,OLMECA ALTOS TEQ - PLATA - 750ML,90,Purchase order
2018,January,TESTA WINES OF THE WORLD LTD,WINE,318127,UNDURRAGA SIBARIS CARM - 750ML,2,Purchase order
2018,January,DOPS INC,BEER,26448,UINTA BABA BLACK 4/6 CANS - 12OZ,1,Purchase order
2018,January,E & J GALLO WINERY,WINE,88293,CARLO ROSSI PAISANO - 4L,72,Purchase order
2018,January,KYSELA PERE ET FILS LTD,WINE,311027,PALACIO DEL BURGO RIOJA CRIANZA - 750ML,4,Purchase order
2018,January,DMV DISTRIBUTING LLC,WINE,340059,GRAND MOSCATO MANGO - 750ML,7,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,405930,CANTINA GABRIELE MER - 750ML,3,Purchase order
2018,January,COMETE WINES LLC,WINE,43261,DOM LES TEMPS PERDUS CHAB - 750ML,1,Purchase order
2018,January,MILLER BREWING COMPANY,KEG,95400,MILLER LITE 1/4K,36,Purchase order
2018,January,SUTTER HOME WINERY INC,WINE,162680,JOEL GOTT S/BLC - 750ML,48,Purchase order
2018,January,LEGENDS LTD,BEER,50569,EVIL TWIN BIBLE 6/4 16OZ CANS,1,Purchase order
2018,January,INTERBALT PRODUCTS CORP,LIQUOR,347815,KOZAK PREMIUM VODKA 750 ML,2,Purchase order
2018,January,ANHEUSER BUSCH INC,BEER,30816,SHOCK TOP BELGIAN WHITE 15PK CAN 12OZ,104,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,310917,ALVAREZ DE TOLEDO GODELLO WHITE - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,41629,DOUGLAS GREEN S/BLC - 750ML,5,Purchase order
2018,January,LEGENDS LTD,BEER,345352,BENEDIKTINER WEISSBIER - 16.9OZ CAN,5,Purchase order
2018,January,PUNTO VINO LLC,WINE,313269,COLLADO RED - 750ML,6,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,71692,PRADO REY CRIANZA - 750ML,2,Purchase order
2018,January,WASHBURN WINE CO,BEER,28245,BANKS CARIBBEAN LAGER 4/6 12.0Z NR,5,Purchase order
2018,January,HEAVEN HILL DISTILLERIES INC,LIQUOR,11584,EVAN WILLIAMS GREEN BOURBON - 1.75L,45,Purchase order
2018,January,LEGENDS LTD,BEER,23562,BUTTERNUT VARIETY 2/12 CANS - 12OZ,1,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,24333,WILD HORSE P/NOIR - 750ML,70,Purchase order
2018,January,WASHBURN WINE CO,BEER,2330,COOPERS PALE ALE 4/6 NR - 12OZ,7,Purchase order
2018,January,THE WINE GROUP,WINE,82538,FRANZIA CHARD BIB - 5L,363,Purchase order
2018,January,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,313221,DONATI  SISTER FOREVER CHARD - 750ML,1,Purchase order
2018,January,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,44944,KENTUCKY BOURB DIST PURE KENTUCKY XO - 750ML,6,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,BEER,333882,MCKENZIES BLK CHERRY HARD CIDER - 12OZ,1,Purchase order
2018,January,MOET HENNESSY USA,WINE,84578,MOET & CHANDON IMPERIAL RSE- LOVE ME NOW -750ML,20,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,326444,NORTH BY NW RED BLEND - 750ML,1,Purchase order
2018,January,E & J GALLO WINERY,WINE,84964,GALLO FAMILY VYDS HEARTY BURG - 1.5L,18,Purchase order
2018,January,DOPS INC,BEER,28978,GREEN FLASH WEST COAST IPA 12/22.OZ NR,1,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,369420,LEESE FITCH CHARD - 750ML,21,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,40057,TERRABIANCA CAMPACCIO - 750ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,306934,MIZBASHO GINJO SAKE - 300ML,2,Purchase order
2018,January,ANHEUSER BUSCH INC,BEER,93904,ROLLING ROCK 4/6 LN - 12OZ,168,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,100293,SANTORINI GAVALA WHITE - 750ML,14,Purchase order
2018,January,PROXIMO SPIRITS INC,NON-ALCOHOL,72821,JOSE CUERVO LIGHT MARGARITA MIX - 1.75L,28,Purchase order
2018,January,SIERRA NEVADA BREWING CO,BEER,94390,SIERRA NEVADA PALE ALE 4/6 NR - 12OZ,750,Purchase order
2018,January,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,73555,BERINGER WH/ZIN - 1.5L,192,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,417149,PACAL JOLIVET ATTITUDE S/BLC - 750ML,1,Purchase order
2018,January,E & J GALLO WINERY,WINE,80802,REDWOOD CREEK P/NOIR - 1.5L,20,Purchase order
2018,January,LEGENDS LTD,KEG,50837,UNION XLII90 1/6 KEG,1,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,70063,PINNACLE RED BERRY VODKA - 750ML,1,Purchase order
2018,January,DOPS INC,WINE,311554,SANTA MARIA P/GRIG - 750ML,1,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,119423,CH DARVIGNY HAUT MEDOC - 750ML,1,Purchase order
2018,January,DOGFISH HEAD CRAFT BREWERY,KEG,23538,DOGFISH HEAD ROMANTIC CHEM 1/6TH KEG,30,Purchase order
2018,January,FERRARI CARANO WINERY,WINE,46652,FERRARI CARANO SONOMA CHARD - 750ML,14,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,232586,ZIOBAFFA ORG P/GRIG - 750ML,1,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,71211,RON BARCELO IMPERIAL DOMINICAN RUM - 750ML,28,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,337085,SUTTER HOME PINOT NOIR - 187ML,5,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,233580,STRAIGHT SHOOTER W/V P/NOIR - 750ML,1,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,52957,ESTANCIA PASO ROBLES CAB - 750ML,8,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,LIQUOR,296906,PATRON TEQUILA EXTRA ANEJO BX - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,384933,BUCA DI BEPPO CHN CL - 1.5L,3,Purchase order
2018,January,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,231964,DOLIN DRY VERMOUTH - 375ML,1,Purchase order
2018,January,VIGNOBLES LVDH USA INC,WINE,400149,ESTACION CARM - 750ML,2,Purchase order
2018,January,THE WINE GROUP,WINE,81914,CORBETT CANYON MER - 1.5L,60,Purchase order
2018,January,ARTISANS & VINES LLC,WINE,347797,CH. DES COLLINES MEDOC 750 ML,1,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,18457,CLINE ACIENT VINES MOURVEDRE - 750ML,5,Purchase order
2018,January,BROWN-FORMAN BEVERAGES WORLDWIDE,WINE,87360,KORBEL BRUT CHAMPAGNE - 750ML,120,Purchase order
2018,January,SAZERAC CO,LIQUOR,47289,HERBSAINT LIQ - 750ML,1,Purchase order
