,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
19931,Lewis Cliff 86019,17330,Valid,L6,432.4,Found,1986.0,-84.27646999999999,161.65025,"(-84.276470, 161.650250)"
19932,Lewis Cliff 86020,17331,Valid,H5,360.5,Found,1986.0,-84.28687,161.56467,"(-84.286870, 161.564670)"
19933,Lewis Cliff 86021,17332,Valid,L3.5-3.9,325.8,Found,1986.0,-84.25386,161.3511,"(-84.253860, 161.351100)"
19934,Lewis Cliff 86022,17333,Valid,L3.2-3.5,351.7,Found,1986.0,-84.23169,161.52968,"(-84.231690, 161.529680)"
19935,Lewis Cliff 86023,17334,Valid,L6,322.0,Found,1986.0,-84.31891999999999,161.76298,"(-84.318920, 161.762980)"
19936,Lewis Cliff 86024,17335,Valid,L4,248.5,Found,1986.0,-84.28617,161.58303,"(-84.286170, 161.583030)"
19937,Lewis Cliff 86025,17336,Valid,L6,190.1,Found,1986.0,-84.23783,161.50315,"(-84.237830, 161.503150)"
19938,Lewis Cliff 86026,17337,Valid,H5,22.1,Found,1986.0,-84.25265,161.39099,"(-84.252650, 161.390990)"
19939,Lewis Cliff 86028,17338,Valid,H6,25.9,Found,1986.0,-84.27374,161.69076,"(-84.273740, 161.690760)"
19940,Lewis Cliff 86029,17339,Valid,H5,16.5,Found,1986.0,-84.27374,161.69257,"(-84.273740, 161.692570)"
19941,Lewis Cliff 86030,17340,Valid,H6,13.4,Found,1986.0,-84.27374,161.69222,"(-84.273740, 161.692220)"
19942,Lewis Cliff 86031,17341,Valid,H5,74.5,Found,1986.0,-84.27373,161.69191999999998,"(-84.273730, 161.691920)"
19943,Lewis Cliff 86032,17342,Valid,H5,1.4,Found,1986.0,-84.27363000000001,161.69347,"(-84.273630, 161.693470)"
19944,Lewis Cliff 86033,17343,Valid,H4,21.5,Found,1986.0,-84.2588,161.33802,"(-84.258800, 161.338020)"
19945,Lewis Cliff 86034,17344,Valid,L4,6.0,Found,1986.0,-84.25344,161.38833,"(-84.253440, 161.388330)"
19946,Lewis Cliff 86035,17345,Valid,H5,77.7,Found,1986.0,-84.27375,161.69201999999999,"(-84.273750, 161.692020)"
19947,Lewis Cliff 86036,17346,Valid,H5,9.3,Found,1986.0,-84.2737,161.69154,"(-84.273700, 161.691540)"
19948,Lewis Cliff 86037,17347,Valid,H5,5.6,Found,1986.0,-84.2537,161.3505,"(-84.253700, 161.350500)"
19949,Lewis Cliff 86038,17348,Valid,L6,18.8,Found,1986.0,-84.25352,161.38918999999999,"(-84.253520, 161.389190)"
19950,Lewis Cliff 86039,17349,Valid,H5,41.5,Found,1986.0,-84.25269,161.39531000000002,"(-84.252690, 161.395310)"
19951,Lewis Cliff 86040,17350,Valid,L4,48.8,Found,1986.0,-84.25394,161.37079,"(-84.253940, 161.370790)"
19952,Lewis Cliff 86041,17351,Valid,H5,22.5,Found,1986.0,-84.25331,161.3942,"(-84.253310, 161.394200)"
19953,Lewis Cliff 86042,17352,Valid,L6,5.4,Found,1986.0,-84.2737,161.69156999999998,"(-84.273700, 161.691570)"
19954,Lewis Cliff 86043,17353,Valid,L6,13.5,Found,1986.0,-84.25879,161.41884,"(-84.258790, 161.418840)"
19955,Lewis Cliff 86044,17354,Valid,H5,18.8,Found,1986.0,-84.27377,161.69153,"(-84.273770, 161.691530)"
19956,Lewis Cliff 86045,17355,Valid,H5,5.4,Found,1986.0,-84.27375,161.69205,"(-84.273750, 161.692050)"
19957,Lewis Cliff 86046,17356,Valid,H5,4.6,Found,1986.0,-84.27371,161.69175,"(-84.273710, 161.691750)"
19958,Lewis Cliff 86047,17357,Valid,H5,68.7,Found,1986.0,-84.27385,161.69072,"(-84.273850, 161.690720)"
19959,Lewis Cliff 86048,17358,Valid,L6,6.3,Found,1986.0,-84.28484,161.58335,"(-84.284840, 161.583350)"
19960,Lewis Cliff 86049,17359,Valid,H5,14.8,Found,1986.0,-84.27383,161.68986999999998,"(-84.273830, 161.689870)"
19961,Lewis Cliff 86050,17360,Valid,H5,10.6,Found,1986.0,-84.27373,161.69228,"(-84.273730, 161.692280)"
19962,Lewis Cliff 86051,17361,Valid,H5,2.0,Found,1986.0,-84.2737,161.69158000000002,"(-84.273700, 161.691580)"
19963,Lewis Cliff 86052,17362,Valid,H6,2.4,Found,1986.0,-84.27376,161.69043,"(-84.273760, 161.690430)"
19964,Lewis Cliff 86053,17363,Valid,H5,4.2,Found,1986.0,-84.27368,161.69204,"(-84.273680, 161.692040)"
19965,Lewis Cliff 86054,17364,Valid,L6,2.4,Found,1986.0,-84.25105,161.35923,"(-84.251050, 161.359230)"
19966,Lewis Cliff 86055,17365,Valid,H5,41.3,Found,1986.0,-84.25238,161.36184,"(-84.252380, 161.361840)"
19967,Lewis Cliff 86056,17366,Valid,L6,6.8,Found,1986.0,-84.27368,161.69162,"(-84.273680, 161.691620)"
19968,Lewis Cliff 86057,17367,Valid,LL6,54.7,Found,1986.0,-84.25163,161.3654,"(-84.251630, 161.365400)"
19969,Lewis Cliff 86058,17368,Valid,H5,22.3,Found,1986.0,-84.25816999999999,161.40303,"(-84.258170, 161.403030)"
19970,Lewis Cliff 86059,17369,Valid,H5,1.8,Found,1986.0,-84.27377,161.69208999999998,"(-84.273770, 161.692090)"
19971,Lewis Cliff 86060,17370,Valid,H5,23.0,Found,1986.0,-84.25151,161.38736,"(-84.251510, 161.387360)"
19972,Lewis Cliff 86061,17371,Valid,L4,8.800000000000002,Found,1986.0,-84.25816999999999,161.38257,"(-84.258170, 161.382570)"
19973,Lewis Cliff 86062,17372,Valid,H5,13.2,Found,1986.0,-84.25254,161.39806000000002,"(-84.252540, 161.398060)"
19974,Lewis Cliff 86063,17373,Valid,H5,7.0,Found,1986.0,-84.2737,161.69159,"(-84.273700, 161.691590)"
19975,Lewis Cliff 86064,17374,Valid,L6,24.3,Found,1986.0,-84.27388,161.6935,"(-84.273880, 161.693500)"
19976,Lewis Cliff 86065,17375,Valid,L5,9.2,Found,1986.0,-84.25881,161.4208,"(-84.258810, 161.420800)"
19977,Lewis Cliff 86066,17376,Valid,H6,18.5,Found,1986.0,-84.27374,161.69169,"(-84.273740, 161.691690)"
19978,Lewis Cliff 86067,17377,Valid,H4,8.9,Found,1986.0,-84.25185,161.39507,"(-84.251850, 161.395070)"
19979,Lewis Cliff 86068,17378,Valid,H5,6.3,Found,1986.0,-84.27369,161.69165,"(-84.273690, 161.691650)"
19980,Lewis Cliff 86069,17379,Valid,LL6,0.6,Found,1986.0,-84.2737,161.69153,"(-84.273700, 161.691530)"
19981,Lewis Cliff 86070,17380,Valid,LL6,19.2,Found,1986.0,-84.2737,161.69153,"(-84.273700, 161.691530)"
19982,Lewis Cliff 86071,17381,Valid,H5,8.1,Found,1986.0,-84.2737,161.69156999999998,"(-84.273700, 161.691570)"
19983,Lewis Cliff 86072,17382,Valid,H5,11.9,Found,1986.0,-84.27374,161.69091,"(-84.273740, 161.690910)"
19984,Lewis Cliff 86073,17383,Valid,L6,37.7,Found,1986.0,-84.25345,161.39103,"(-84.253450, 161.391030)"
19985,Lewis Cliff 86074,17384,Valid,H5,19.3,Found,1986.0,-84.2738,161.69275,"(-84.273800, 161.692750)"
19986,Lewis Cliff 86075,17385,Valid,L6,4.5,Found,1986.0,-84.27374,161.6907,"(-84.273740, 161.690700)"
19987,Lewis Cliff 86076,17386,Valid,H5,23.7,Found,1986.0,-84.25027,161.38373,"(-84.250270, 161.383730)"
19988,Lewis Cliff 86077,17387,Valid,H5,8.6,Found,1986.0,-84.27378,161.69236999999998,"(-84.273780, 161.692370)"
19989,Lewis Cliff 86078,17388,Valid,H5,37.1,Found,1986.0,-84.27377,161.69207,"(-84.273770, 161.692070)"
19990,Lewis Cliff 86079,17389,Valid,H5,6.6,Found,1986.0,-84.24972,161.38418000000001,"(-84.249720, 161.384180)"
19991,Lewis Cliff 86080,17390,Valid,H5,13.5,Found,1986.0,-84.27372,161.69053,"(-84.273720, 161.690530)"
19992,Lewis Cliff 86081,17391,Valid,H5,28.4,Found,1986.0,-84.27369,161.69162,"(-84.273690, 161.691620)"
19993,Lewis Cliff 86082,17392,Valid,LL6,8.3,Found,1986.0,-84.25107,161.35765,"(-84.251070, 161.357650)"
19994,Lewis Cliff 86083,17393,Valid,H5,198.9,Found,1986.0,-84.27889,161.61096,"(-84.278890, 161.610960)"
19995,Lewis Cliff 86084,17394,Valid,L6,53.1,Found,1986.0,-84.27373,161.6909,"(-84.273730, 161.690900)"
19996,Lewis Cliff 86085,17395,Valid,H6,196.9,Found,1986.0,-84.27923,161.61095,"(-84.279230, 161.610950)"
19997,Lewis Cliff 86086,17396,Valid,H5,104.0,Found,1986.0,-84.27894,161.61353,"(-84.278940, 161.613530)"
19998,Lewis Cliff 86087,17397,Valid,H5,10.9,Found,1986.0,-84.27375,161.69071,"(-84.273750, 161.690710)"
19999,Lewis Cliff 86088,17398,Valid,H5,38.0,Found,1986.0,-84.27382,161.69196000000002,"(-84.273820, 161.691960)"
20000,Lewis Cliff 86089,17399,Valid,H6,84.8,Found,1986.0,-84.28526,161.58238,"(-84.285260, 161.582380)"
20001,Lewis Cliff 86090,17400,Valid,L6,23.2,Found,1986.0,-84.25828,161.34091999999998,"(-84.258280, 161.340920)"
20002,Lewis Cliff 86091,17401,Valid,H5,66.7,Found,1986.0,-84.27885,161.61701000000002,"(-84.278850, 161.617010)"
20003,Lewis Cliff 86092,17402,Valid,H5,20.6,Found,1986.0,-84.25813000000001,161.39688,"(-84.258130, 161.396880)"
20004,Lewis Cliff 86093,17403,Valid,H5,14.6,Found,1986.0,-84.27855,161.6194,"(-84.278550, 161.619400)"
20005,Lewis Cliff 86094,17404,Valid,H5,15.4,Found,1986.0,-84.27855,161.6194,"(-84.278550, 161.619400)"
20006,Lewis Cliff 86095,17405,Valid,H5,14.1,Found,1986.0,-84.27855,161.6194,"(-84.278550, 161.619400)"
20007,Lewis Cliff 86096,17406,Valid,H5,70.90000000000002,Found,1986.0,-84.27855,161.6194,"(-84.278550, 161.619400)"
20008,Lewis Cliff 86097,17407,Valid,L6,2.5,Found,1986.0,-84.25744,161.48632,"(-84.257440, 161.486320)"
20009,Lewis Cliff 86098,17408,Valid,L4,52.8,Found,1986.0,-84.26009,161.35211999999999,"(-84.260090, 161.352120)"
20010,Lewis Cliff 86099,17409,Valid,H5,28.2,Found,1986.0,-84.27858,161.61749,"(-84.278580, 161.617490)"
20011,Lewis Cliff 86100,17410,Valid,H5,23.6,Found,1986.0,-84.27858,161.61748,"(-84.278580, 161.617480)"
20012,Lewis Cliff 86101,17411,Valid,LL6,28.5,Found,1986.0,-84.25645,161.34377,"(-84.256450, 161.343770)"
20013,Lewis Cliff 86102,17412,Valid,L3.4,21.8,Found,1986.0,-84.25945,161.34653,"(-84.259450, 161.346530)"
20014,Lewis Cliff 86103,17413,Valid,H5,9.2,Found,1986.0,-84.27375,161.69148,"(-84.273750, 161.691480)"
20015,Lewis Cliff 86104,17414,Valid,H5,33.8,Found,1986.0,-84.27373,161.69099,"(-84.273730, 161.690990)"
20016,Lewis Cliff 86105,17415,Valid,L3.4,6.4,Found,1986.0,-84.26032,161.38016000000002,"(-84.260320, 161.380160)"
20017,Lewis Cliff 86106,17416,Valid,H5,5.8,Found,1986.0,-84.24971,161.38443,"(-84.249710, 161.384430)"
20018,Lewis Cliff 86107,17417,Valid,H5,47.3,Found,1986.0,-84.25934000000001,161.3914,"(-84.259340, 161.391400)"
20019,Lewis Cliff 86108,17418,Valid,H5,4.2,Found,1986.0,-84.27372,161.69167,"(-84.273720, 161.691670)"
20020,Lewis Cliff 86109,17419,Valid,H5,17.4,Found,1986.0,-84.2501,161.38329,"(-84.250100, 161.383290)"
20021,Lewis Cliff 86110,17420,Valid,L6,33.7,Found,1986.0,-84.25719000000001,161.35228999999998,"(-84.257190, 161.352290)"
20022,Lewis Cliff 86111,17421,Valid,H5,32.9,Found,1986.0,-84.25690999999999,161.34294,"(-84.256910, 161.342940)"
20023,Lewis Cliff 86112,17422,Valid,H5,17.8,Found,1986.0,-84.25487,161.3436,"(-84.254870, 161.343600)"
20024,Lewis Cliff 86113,17423,Valid,L6,6.8,Found,1986.0,-84.25769,161.40851,"(-84.257690, 161.408510)"
20025,Lewis Cliff 86114,17424,Valid,H4,8.7,Found,1986.0,-84.25771,161.38103999999998,"(-84.257710, 161.381040)"
20026,Lewis Cliff 86115,17425,Valid,L6,33.5,Found,1986.0,-84.25686999999999,161.37053,"(-84.256870, 161.370530)"
20027,Lewis Cliff 86116,17426,Valid,H5,16.7,Found,1986.0,-84.25699,161.40284,"(-84.256990, 161.402840)"
20028,Lewis Cliff 86117,17427,Valid,LL6,13.5,Found,1986.0,-84.25718,161.47881999999998,"(-84.257180, 161.478820)"
20029,Lewis Cliff 86118,17428,Valid,H5,29.7,Found,1986.0,-84.25729,161.39368000000002,"(-84.257290, 161.393680)"
20030,Lewis Cliff 86119,17429,Valid,H4,44.3,Found,1986.0,-84.25711,161.38653,"(-84.257110, 161.386530)"
20031,Lewis Cliff 86120,17430,Valid,H6,32.9,Found,1986.0,-84.25934000000001,161.35931000000002,"(-84.259340, 161.359310)"
20032,Lewis Cliff 86121,17431,Valid,H5,7.6,Found,1986.0,-84.25796,161.40188,"(-84.257960, 161.401880)"
20033,Lewis Cliff 86122,17432,Valid,H5,9.3,Found,1986.0,-84.25633,161.35846999999998,"(-84.256330, 161.358470)"
20034,Lewis Cliff 86123,17433,Valid,H4,11.5,Found,1986.0,-84.25773000000001,161.38703,"(-84.257730, 161.387030)"
20035,Lewis Cliff 86124,17434,Valid,L5,7.7,Found,1986.0,-84.25638000000001,161.4076,"(-84.256380, 161.407600)"
20036,Lewis Cliff 86125,17435,Valid,H5,13.7,Found,1986.0,-84.25751,161.36678999999998,"(-84.257510, 161.366790)"
20037,Lewis Cliff 86126,17436,Valid,H5,6.7,Found,1986.0,-84.25676,161.41325,"(-84.256760, 161.413250)"
20038,Lewis Cliff 86127,17437,Valid,L3.3,11.9,Found,1986.0,-84.25867,161.41623,"(-84.258670, 161.416230)"
20039,Lewis Cliff 86128,17438,Valid,H5,15.1,Found,1986.0,-84.25485,161.34317,"(-84.254850, 161.343170)"
20040,Lewis Cliff 86129,17439,Valid,H5,7.0,Found,1986.0,-84.25699,161.41762,"(-84.256990, 161.417620)"
20041,Lewis Cliff 86130,17440,Valid,H5,2.7,Found,1986.0,-84.25862,161.41322,"(-84.258620, 161.413220)"
20042,Lewis Cliff 86131,17441,Valid,H5,9.8,Found,1986.0,-84.25658,161.41217,"(-84.256580, 161.412170)"
20043,Lewis Cliff 86132,17442,Valid,L6,12.1,Found,1986.0,-84.25661,161.36341000000002,"(-84.256610, 161.363410)"
20044,Lewis Cliff 86133,17443,Valid,L6,8.3,Found,1986.0,-84.2567,161.44728,"(-84.256700, 161.447280)"
20045,Lewis Cliff 86134,17444,Valid,L3.0,28.9,Found,1986.0,-84.25739,161.34258,"(-84.257390, 161.342580)"
20046,Lewis Cliff 86135,17445,Valid,L6,10.0,Found,1986.0,-84.2566,161.44679,"(-84.256600, 161.446790)"
20047,Lewis Cliff 86136,17446,Valid,H5,12.5,Found,1986.0,-84.25783,161.4132,"(-84.257830, 161.413200)"
20048,Lewis Cliff 86137,17447,Valid,H6,6.5,Found,1986.0,-84.2571,161.4014,"(-84.257100, 161.401400)"
20049,Lewis Cliff 86138,17448,Valid,L4,46.9,Found,1986.0,-84.25724,161.36078,"(-84.257240, 161.360780)"
20050,Lewis Cliff 86139,17449,Valid,H6,3.8,Found,1986.0,-84.2581,161.41952,"(-84.258100, 161.419520)"
20051,Lewis Cliff 86140,17450,Valid,L6,9.4,Found,1986.0,-84.30921,161.92738,"(-84.309210, 161.927380)"
20052,Lewis Cliff 86141,17451,Valid,L6,4.7,Found,1986.0,-84.25704,161.39526999999998,"(-84.257040, 161.395270)"
20053,Lewis Cliff 86142,17452,Valid,H5,14.3,Found,1986.0,-84.25681,161.40281000000002,"(-84.256810, 161.402810)"
20054,Lewis Cliff 86143,17453,Valid,H5,23.4,Found,1986.0,-84.25792,161.34166000000002,"(-84.257920, 161.341660)"
20055,Lewis Cliff 86144,17454,Valid,L3.2,11.1,Found,1986.0,-84.25638000000001,161.37743,"(-84.256380, 161.377430)"
20056,Lewis Cliff 86145,17455,Valid,LL5,3.8,Found,1986.0,-84.25761,161.45946999999998,"(-84.257610, 161.459470)"
20057,Lewis Cliff 86146,17456,Valid,H6,2.9,Found,1986.0,-84.25613,161.34998000000002,"(-84.256130, 161.349980)"
20058,Lewis Cliff 86147,17457,Valid,H5,12.8,Found,1986.0,-84.2576,161.36651,"(-84.257600, 161.366510)"
20059,Lewis Cliff 86148,17458,Valid,H5,1.7,Found,1986.0,-84.25705,161.4721,"(-84.257050, 161.472100)"
20060,Lewis Cliff 86149,17459,Valid,H6,18.8,Found,1986.0,-84.25868,161.34873000000002,"(-84.258680, 161.348730)"
20061,Lewis Cliff 86150,17460,Valid,H5,7.2,Found,1986.0,-84.25941999999999,161.36625,"(-84.259420, 161.366250)"
20062,Lewis Cliff 86151,17461,Valid,H5,12.7,Found,1986.0,-84.25837,161.40171999999998,"(-84.258370, 161.401720)"
20063,Lewis Cliff 86152,17462,Valid,H5,15.4,Found,1986.0,-84.25690999999999,161.3546,"(-84.256910, 161.354600)"
20064,Lewis Cliff 86153,17463,Valid,H5,30.8,Found,1986.0,-84.25715,161.38959,"(-84.257150, 161.389590)"
20065,Lewis Cliff 86154,17464,Valid,H5,9.0,Found,1986.0,-84.25747,161.40135,"(-84.257470, 161.401350)"
20066,Lewis Cliff 86155,17465,Valid,H5,18.3,Found,1986.0,-84.2568,161.40239,"(-84.256800, 161.402390)"
20067,Lewis Cliff 86156,17466,Valid,H5,24.5,Found,1986.0,-84.25819,161.39785,"(-84.258190, 161.397850)"
20068,Lewis Cliff 86158,17467,Valid,L3.2,8.6,Found,1986.0,-84.25681999999999,161.41568999999998,"(-84.256820, 161.415690)"
20069,Lewis Cliff 86159,17468,Valid,H5,8.2,Found,1986.0,-84.25755,161.34853,"(-84.257550, 161.348530)"
20070,Lewis Cliff 86160,17469,Valid,H6,15.4,Found,1986.0,-84.25914,161.37845,"(-84.259140, 161.378450)"
20071,Lewis Cliff 86161,17470,Valid,LL6,29.0,Found,1986.0,-84.25835,161.43031000000002,"(-84.258350, 161.430310)"
20072,Lewis Cliff 86162,17471,Valid,LL6,2.2,Found,1986.0,-84.32291,161.95242,"(-84.322910, 161.952420)"
20073,Lewis Cliff 86163,17472,Valid,H6,15.4,Found,1986.0,-84.25486,161.343,"(-84.254860, 161.343000)"
20074,Lewis Cliff 86164,17473,Valid,H5,26.0,Found,1986.0,-84.25650999999999,161.35153,"(-84.256510, 161.351530)"
20075,Lewis Cliff 86165,17474,Valid,H4,18.2,Found,1986.0,-84.25909,161.41026000000002,"(-84.259090, 161.410260)"
20076,Lewis Cliff 86166,17475,Valid,L6,20.7,Found,1986.0,-84.25686999999999,161.34346000000002,"(-84.256870, 161.343460)"
20077,Lewis Cliff 86167,17476,Valid,H5,13.0,Found,1986.0,-84.26164,161.35686,"(-84.261640, 161.356860)"
20078,Lewis Cliff 86168,17477,Valid,H6,18.3,Found,1986.0,-84.25715,161.391,"(-84.257150, 161.391000)"
20079,Lewis Cliff 86169,17478,Valid,L6,25.8,Found,1986.0,-84.25865,161.37228000000002,"(-84.258650, 161.372280)"
20080,Lewis Cliff 86170,17479,Valid,H6,4.2,Found,1986.0,-84.25748,161.48621,"(-84.257480, 161.486210)"
20081,Lewis Cliff 86171,17480,Valid,H4,17.6,Found,1986.0,-84.25487,161.3437,"(-84.254870, 161.343700)"
20082,Lewis Cliff 86172,17481,Valid,H5,6.9,Found,1986.0,-84.25712,161.34278999999998,"(-84.257120, 161.342790)"
20083,Lewis Cliff 86173,17482,Valid,L6,1.8,Found,1986.0,-84.25799,161.39458,"(-84.257990, 161.394580)"
20084,Lewis Cliff 86174,17483,Valid,H5,27.2,Found,1986.0,-84.25692,161.37667,"(-84.256920, 161.376670)"
20085,Lewis Cliff 86175,17484,Valid,L6,2.4,Found,1986.0,-84.25758,161.47106000000002,"(-84.257580, 161.471060)"
20086,Lewis Cliff 86176,17485,Valid,H4,6.3,Found,1986.0,-84.25634000000001,161.40377,"(-84.256340, 161.403770)"
20087,Lewis Cliff 86177,17486,Valid,H6,19.4,Found,1986.0,-84.25789,161.38251,"(-84.257890, 161.382510)"
20088,Lewis Cliff 86178,17487,Valid,H6,13.5,Found,1986.0,-84.25789,161.38159,"(-84.257890, 161.381590)"
20089,Lewis Cliff 86179,17488,Valid,L6,5.4,Found,1986.0,-84.25861,161.41603999999998,"(-84.258610, 161.416040)"
20090,Lewis Cliff 86180,17489,Valid,H5,10.9,Found,1986.0,-84.25849000000001,161.39663000000002,"(-84.258490, 161.396630)"
20091,Lewis Cliff 86181,17490,Valid,H6,30.6,Found,1986.0,-84.2585,161.38813000000002,"(-84.258500, 161.388130)"
20092,Lewis Cliff 86182,17491,Valid,H6,18.8,Found,1986.0,-84.25587,161.34646999999998,"(-84.255870, 161.346470)"
20093,Lewis Cliff 86183,17492,Valid,H6,22.9,Found,1986.0,-84.25846,161.34923,"(-84.258460, 161.349230)"
20094,Lewis Cliff 86184,17493,Valid,L6,15.9,Found,1986.0,-84.25695,161.35493,"(-84.256950, 161.354930)"
20095,Lewis Cliff 86185,17494,Valid,LL6,4.8,Found,1986.0,-84.25816999999999,161.34294,"(-84.258170, 161.342940)"
20096,Lewis Cliff 86186,17495,Valid,L6,47.5,Found,1986.0,-84.25816999999999,161.34323999999998,"(-84.258170, 161.343240)"
20097,Lewis Cliff 86187,17496,Valid,H5,11.1,Found,1986.0,-84.25752,161.37819,"(-84.257520, 161.378190)"
20098,Lewis Cliff 86188,17497,Valid,H5,6.1,Found,1986.0,-84.25753,161.41169,"(-84.257530, 161.411690)"
20099,Lewis Cliff 86189,17498,Valid,H5,10.3,Found,1986.0,-84.25862,161.41297,"(-84.258620, 161.412970)"
20100,Lewis Cliff 86190,17499,Valid,H6,28.4,Found,1986.0,-84.25806,161.34775,"(-84.258060, 161.347750)"
20101,Lewis Cliff 86191,17500,Valid,H5,11.3,Found,1986.0,-84.25709,161.37906,"(-84.257090, 161.379060)"
20102,Lewis Cliff 86192,17501,Valid,H5,11.5,Found,1986.0,-84.25478000000001,161.34315,"(-84.254780, 161.343150)"
20103,Lewis Cliff 86193,17502,Valid,L6,7.6,Found,1986.0,-84.25645,161.36202,"(-84.256450, 161.362020)"
20104,Lewis Cliff 86194,17503,Valid,H5,10.0,Found,1986.0,-84.27365999999999,161.69394,"(-84.273660, 161.693940)"
20105,Lewis Cliff 86195,17504,Valid,L6,41.5,Found,1986.0,-84.2688,161.36236,"(-84.268800, 161.362360)"
20106,Lewis Cliff 86196,17505,Valid,H6,18.5,Found,1986.0,-84.27382,161.68676000000002,"(-84.273820, 161.686760)"
20107,Lewis Cliff 86197,17506,Valid,H5,18.0,Found,1986.0,-84.27365999999999,161.69375,"(-84.273660, 161.693750)"
20108,Lewis Cliff 86198,17507,Valid,H5,14.8,Found,1986.0,-84.2538,161.3513,"(-84.253800, 161.351300)"
20109,Lewis Cliff 86199,17508,Valid,H5,31.9,Found,1986.0,-84.25313,161.34988,"(-84.253130, 161.349880)"
20110,Lewis Cliff 86200,17509,Valid,H5,2.9,Found,1986.0,-84.27369,161.6869,"(-84.273690, 161.686900)"
20111,Lewis Cliff 86201,17510,Valid,H6,18.2,Found,1986.0,-84.25578,161.38401000000002,"(-84.255780, 161.384010)"
20112,Lewis Cliff 86202,17511,Valid,H6,12.2,Found,1986.0,-84.2679,161.37118,"(-84.267900, 161.371180)"
20113,Lewis Cliff 86203,17512,Valid,L6,61.4,Found,1986.0,-84.25478000000001,161.34293,"(-84.254780, 161.342930)"
20114,Lewis Cliff 86204,17513,Valid,H6,22.5,Found,1986.0,-84.26644,161.36411,"(-84.266440, 161.364110)"
20115,Lewis Cliff 86205,17514,Valid,H6,17.4,Found,1986.0,-84.25562,161.38191,"(-84.255620, 161.381910)"
20116,Lewis Cliff 86206,17515,Valid,H5,35.8,Found,1986.0,-84.25556999999999,161.39087,"(-84.255570, 161.390870)"
20117,Lewis Cliff 86207,17516,Valid,L3.2,17.7,Found,1986.0,-84.25643000000001,161.37728,"(-84.256430, 161.377280)"
20118,Lewis Cliff 86208,17517,Valid,H5,6.9,Found,1986.0,-84.25295,161.35012,"(-84.252950, 161.350120)"
20119,Lewis Cliff 86209,17518,Valid,H5,12.4,Found,1986.0,-84.27377,161.68691,"(-84.273770, 161.686910)"
20120,Lewis Cliff 86210,17519,Valid,Mesosiderite,9.2,Found,1986.0,-84.25591999999999,161.3721,"(-84.255920, 161.372100)"
20121,Lewis Cliff 86211,17520,Valid,"Iron, ungrouped",163.1,Found,1986.0,-84.31177,161.25171,"(-84.311770, 161.251710)"
20122,Lewis Cliff 86212,17521,Valid,H6,5.5,Found,1986.0,-84.25449,161.36413000000002,"(-84.254490, 161.364130)"
20123,Lewis Cliff 86213,17522,Valid,L3.4,27.9,Found,1986.0,-84.25466,161.35175,"(-84.254660, 161.351750)"
20124,Lewis Cliff 86215,17523,Valid,H5,123.3,Found,1986.0,-84.27394,161.68562,"(-84.273940, 161.685620)"
20125,Lewis Cliff 86216,17524,Valid,Ureilite,6.5,Found,1986.0,-84.2527,161.35424,"(-84.252700, 161.354240)"
20126,Lewis Cliff 86217,17525,Valid,H5,19.6,Found,1986.0,-84.27371,161.69393,"(-84.273710, 161.693930)"
20127,Lewis Cliff 86218,17526,Valid,H6,6.2,Found,1986.0,-84.25525,161.36958,"(-84.255250, 161.369580)"
20128,Lewis Cliff 86220,17527,Valid,Acapulcoite/Lodranite,25.0,Found,1986.0,-84.25442,161.34898,"(-84.254420, 161.348980)"
20129,Lewis Cliff 86221,17528,Valid,H6,17.6,Found,1986.0,-84.27378,161.68787,"(-84.273780, 161.687870)"
20130,Lewis Cliff 86222,17529,Valid,L5,8.9,Found,1986.0,-84.25618,161.37273000000002,"(-84.256180, 161.372730)"
20131,Lewis Cliff 86223,17530,Valid,H5,13.4,Found,1986.0,-84.25466,161.34381000000002,"(-84.254660, 161.343810)"
20132,Lewis Cliff 86224,17531,Valid,L5,6.9,Found,1986.0,-84.26184,161.35958,"(-84.261840, 161.359580)"
20133,Lewis Cliff 86225,17532,Valid,H5,102.8,Found,1986.0,-84.27396999999999,161.68717,"(-84.273970, 161.687170)"
20134,Lewis Cliff 86226,17533,Valid,H5,48.6,Found,1986.0,-84.27394,161.68552,"(-84.273940, 161.685520)"
20135,Lewis Cliff 86228,17534,Valid,H5,28.9,Found,1986.0,-84.27398000000001,161.68713,"(-84.273980, 161.687130)"
20136,Lewis Cliff 86230,17535,Valid,H5,2.4,Found,1986.0,-84.27365999999999,161.69391000000002,"(-84.273660, 161.693910)"
20137,Lewis Cliff 86231,17536,Valid,L6,18.2,Found,1986.0,-84.25464000000001,161.39995,"(-84.254640, 161.399950)"
20138,Lewis Cliff 86232,17537,Valid,H5,19.4,Found,1986.0,-84.26836,161.37121000000002,"(-84.268360, 161.371210)"
20139,Lewis Cliff 86233,17538,Valid,H5,9.6,Found,1986.0,-84.25423,161.39683,"(-84.254230, 161.396830)"
20140,Lewis Cliff 86234,17539,Valid,H5,14.3,Found,1986.0,-84.2739,161.68743999999998,"(-84.273900, 161.687440)"
20141,Lewis Cliff 86235,17540,Valid,H5,6.7,Found,1986.0,-84.25509,161.37615,"(-84.255090, 161.376150)"
20142,Lewis Cliff 86236,17541,Valid,H6,1.5,Found,1986.0,-84.27382,161.68591,"(-84.273820, 161.685910)"
20143,Lewis Cliff 86237,17542,Valid,H5,13.8,Found,1986.0,-84.27387,161.68763,"(-84.273870, 161.687630)"
