,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
3984,Asuka 880949,3928,Valid,H4,15.64,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
3985,Asuka 880951,3929,Valid,H3.8,52.86,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
3986,Asuka 880953,3930,Valid,H4,32.36,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
3987,Asuka 880954,3931,Valid,LL6,23.31,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
3988,Asuka 880956,3932,Valid,H3.7-6,97.8,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
3989,Asuka 880959,3933,Valid,H4,16.72,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
3990,Asuka 880960,3934,Valid,LL4-6,21.86,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
3991,Asuka 880961,3935,Valid,H4,71.89,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
3992,Asuka 880962,3936,Valid,H4,39.47,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
3993,Asuka 880966,3937,Valid,H3.7,35.1,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
3994,Asuka 880967,3938,Valid,H5,15.22,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
3995,Asuka 880968,3939,Valid,H4,65.09,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
3996,Asuka 880969,3940,Valid,H6,16.62,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
3997,Asuka 880970,3941,Valid,H4,16.69,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
3998,Asuka 880971,3942,Valid,L5,21.44,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
3999,Asuka 880972,3943,Valid,L6,10.83,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4000,Asuka 880973,3944,Valid,H3.6,19.84,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4001,Asuka 880974,3945,Valid,H5,14.73,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4002,Asuka 880975,3946,Valid,L6,387.33,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4003,Asuka 880977,3947,Valid,H,247.02,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4004,Asuka 880978,3948,Valid,H5,34.38,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4005,Asuka 880979,3949,Valid,L6,48.82,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4006,Asuka 880980,3950,Valid,H,678.49,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4007,Asuka 880981,3951,Valid,H4,31.62,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4008,Asuka 880982,3952,Valid,H4,25.71,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4009,Asuka 880983,3953,Valid,H,77.92,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4010,Asuka 880984,3954,Valid,H4,47.49,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4011,Asuka 880985,3955,Valid,H4,26.99,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4012,Asuka 880986,3956,Valid,H4,70.98,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4013,Asuka 880987,3957,Valid,H5,100.52,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4014,Asuka 880988,3958,Valid,H4,30.68,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4015,Asuka 880989,3959,Valid,H4,24.13,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4016,Asuka 880990,3960,Valid,H5,59.03,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4017,Asuka 880992,3961,Valid,H4,68.31,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4018,Asuka 880993,3962,Valid,H4,52.12,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4019,Asuka 880994,3963,Valid,H4,63.52,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4020,Asuka 880995,3964,Valid,LL,176.84,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4021,Asuka 880996,3965,Valid,L6,227.81,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4022,Asuka 880997,3966,Valid,L6,201.02,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4023,Asuka 880998,3967,Valid,H4,72.04000000000002,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4024,Asuka 880999,3968,Valid,H4,1591.18,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4025,Asuka 881000,3969,Valid,L6,848.86,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4026,Asuka 881001,3970,Valid,LL6,54.24,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4027,Asuka 881002,3971,Valid,L6,226.98,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4028,Asuka 881003,3972,Valid,L6,109.46,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4029,Asuka 881004,3973,Valid,H4,30.25,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4030,Asuka 881005,3974,Valid,H4,71.54000000000002,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4031,Asuka 881006,3975,Valid,H4,461.09,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4032,Asuka 881007,3976,Valid,H4,117.49,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4033,Asuka 881008,3977,Valid,H4,64.69,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4034,Asuka 881009,3978,Valid,H4,112.67,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4035,Asuka 881011,3979,Valid,H4,242.58,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4036,Asuka 881012,3980,Valid,H6,95.17,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4037,Asuka 881013,3981,Valid,L6,166.8,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4038,Asuka 881014,3982,Valid,L5,172.76,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4039,Asuka 881015,3983,Valid,LL,627.72,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4040,Asuka 881016,3984,Valid,L6,54.41,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4041,Asuka 881017,3985,Valid,L5,825.36,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4042,Asuka 881018,3986,Valid,H4,331.09,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4043,Asuka 881019,3987,Valid,L6,40.21,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4044,Asuka 881020,3988,Valid,CH3,52.12,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4045,Asuka 881021,3989,Valid,LL,224.72,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4046,Asuka 881022,3990,Valid,H4,55.68,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4047,Asuka 881023,3991,Valid,H5,201.32,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4048,Asuka 881024,3992,Valid,E6,13.81,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4049,Asuka 881025,3993,Valid,H5,70.55,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4050,Asuka 881026,3994,Valid,H3.0,112.9,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4051,Asuka 881027,3995,Valid,H6,19.91,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4052,Asuka 881028,3996,Valid,H5,68.81,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4053,Asuka 881030,3997,Valid,L6,11.95,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4054,Asuka 881031,3998,Valid,H5,49.25,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4055,Asuka 881032,3999,Valid,L6,14.62,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4056,Asuka 881033,4000,Valid,LL3,155.59,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4057,Asuka 881034,4001,Valid,H4,45.66,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4058,Asuka 881035,4002,Valid,H4,22.03,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4059,Asuka 881036,4003,Valid,L5,732.82,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4060,Asuka 881037,4004,Valid,H5,437.54,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4061,Asuka 881038,4005,Valid,L6,89.0,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4062,Asuka 881039,4006,Valid,H4,138.75,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4063,Asuka 881040,4007,Valid,H4,45.35,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4064,Asuka 881041,4008,Valid,H4,57.73,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4065,Asuka 881042,4009,Valid,H4,227.94,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4066,Asuka 881043,4010,Valid,H,390.47,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4067,Asuka 881044,4011,Valid,L5,379.08,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4068,Asuka 881045,4012,Valid,L6,99.6,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4069,Asuka 881046,4013,Valid,H4,91.38,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4070,Asuka 881047,4014,Valid,H4,38.7,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4071,Asuka 881049,4015,Valid,H4,21.79,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4072,Asuka 881051,4016,Valid,H4,54.8,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4073,Asuka 881052,4017,Valid,L6,130.07,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4074,Asuka 881053,4018,Valid,H4,45.06,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4075,Asuka 881054,4019,Valid,H6,65.84,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4076,Asuka 881055,4020,Valid,H4,74.56999999999998,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4077,Asuka 881057,4021,Valid,H5,182.01,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4078,Asuka 881058,4022,Valid,H4,393.47,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4079,Asuka 881059,4023,Valid,H4,962.5,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4080,Asuka 881061,4024,Valid,H4,1244.18,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4081,Asuka 881062,4025,Valid,H4,91.49,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4082,Asuka 881063,4026,Valid,H6,78.86,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4083,Asuka 881064,4027,Valid,L6,53.29,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4084,Asuka 881065,4028,Valid,H5,41.74,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4085,Asuka 881066,4029,Valid,H,144.68,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4086,Asuka 881067,4030,Valid,L6,627.34,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4087,Asuka 881068,4031,Valid,H4,23.84,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4088,Asuka 881069,4032,Valid,H3.7,32.75,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4089,Asuka 881070,4033,Valid,Eucrite-br,57.96,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4090,Asuka 881071,4034,Valid,H4,52.07,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4091,Asuka 881072,4035,Valid,H,87.38,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4092,Asuka 881073,4036,Valid,H5,3437.0,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4093,Asuka 881074,4037,Valid,L5,111.53,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4094,Asuka 881075,4038,Valid,H,1015.56,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4095,Asuka 881076,4039,Valid,H4,107.71,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4096,Asuka 881077,4040,Valid,LL3.6,136.44,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4097,Asuka 881078,4041,Valid,H4,58.95,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4098,Asuka 881079,4042,Valid,L3.8,44.34,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4099,Asuka 881080,4043,Valid,H3.7,229.36,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4100,Asuka 881081,4044,Valid,H4,53.49,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4101,Asuka 881082,4045,Valid,H4,24.21,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4102,Asuka 881083,4046,Valid,H3.1,176.27,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4103,Asuka 881084,4047,Valid,H5,76.44,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4104,Asuka 881085,4048,Valid,H4,82.45,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4105,Asuka 881086,4049,Valid,H4,23.99,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4106,Asuka 881087,4050,Valid,H4,269.1,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4107,Asuka 881088,4051,Valid,L3.2,97.07,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4108,Asuka 881089,4052,Valid,L6,9.9,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4109,Asuka 881090,4053,Valid,L3.1,142.79,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4110,Asuka 881091,4054,Valid,L6,1049.54,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4111,Asuka 881092,4055,Valid,L3,4188.0,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4112,Asuka 881093,4056,Valid,H3.7,26.32,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4113,Asuka 881095,4057,Valid,L5,64.82,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4114,Asuka 881096,4058,Valid,L3.1,285.52,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4115,Asuka 881097,4059,Valid,H4,97.64,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4116,Asuka 881098,4060,Valid,L6,54.21,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4117,Asuka 881099,4061,Valid,CO3,98.35,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4118,Asuka 881100,4062,Valid,L6,52.01,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4119,Asuka 881101,4063,Valid,LL4,204.18,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4120,Asuka 881103,4064,Valid,H5,181.88,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4121,Asuka 881104,4065,Valid,H5,82.59,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4122,Asuka 881105,4066,Valid,LL3.9,89.59,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4123,Asuka 881106,4067,Valid,H5,22.58,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4124,Asuka 881107,4068,Valid,H5,83.47,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4125,Asuka 881108,4069,Valid,H5,58.72,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4126,Asuka 881109,4070,Valid,H5,47.25,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4127,Asuka 881110,4071,Valid,H5,43.5,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4128,Asuka 881112,4072,Valid,H4,60.63,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4129,Asuka 881113,4073,Valid,H5,23.72,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4130,Asuka 881114,4074,Valid,Diogenite,37.9,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4131,Asuka 881115,4075,Valid,H6,53.08,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4132,Asuka 881116,4076,Valid,L5,62.18,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4133,Asuka 881117,4077,Valid,H4,37.5,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4134,Asuka 881118,4078,Valid,H4,32.16,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4135,Asuka 881120,4079,Valid,H5,326.76,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4136,Asuka 881121,4080,Valid,H5,49.52,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4137,Asuka 881122,4081,Valid,H4,25.56,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4138,Asuka 881123,4082,Valid,H,30.23,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4139,Asuka 881124,4083,Valid,L3.5,1136.8,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4140,Asuka 881125,4084,Valid,L3.1,403.02,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4141,Asuka 881126,4085,Valid,L6,140.14,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4142,Asuka 881127,4086,Valid,L6,161.93,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4143,Asuka 881128,4087,Valid,L6,75.04,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4144,Asuka 881129,4088,Valid,H4,58.55,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4145,Asuka 881130,4089,Valid,H4,44.69,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4146,Asuka 881131,4090,Valid,H5,374.2,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4147,Asuka 881132,4091,Valid,H4,89.94,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4148,Asuka 881133,4092,Valid,H,129.14,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4149,Asuka 881135,4093,Valid,H4,123.9,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4150,Asuka 881136,4094,Valid,H4,19.04,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4151,Asuka 881137,4095,Valid,H6,43.59,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4152,Asuka 881139,4096,Valid,L6,403.91,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4153,Asuka 881140,4097,Valid,L3,229.85,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4154,Asuka 881141,4098,Valid,H6,25.02,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4155,Asuka 881142,4099,Valid,L5,373.53,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4156,Asuka 881143,4100,Valid,H4,181.78,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4157,Asuka 881144,4101,Valid,H4,306.21,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4158,Asuka 881145,4102,Valid,L6,340.31,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4159,Asuka 881146,4103,Valid,LL3.9,1989.35,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4160,Asuka 881147,4104,Valid,H5,32.05,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4161,Asuka 881148,4105,Valid,H5,72.26,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4162,Asuka 881150,4106,Valid,L5,225.27,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4163,Asuka 881151,4107,Valid,H6,204.42,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4164,Asuka 881153,4108,Valid,H6,86.7,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4165,Asuka 881154,4109,Valid,Mesosiderite,688.13,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4166,Asuka 881155,4110,Valid,H6,74.09999999999998,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4167,Asuka 881156,4111,Valid,H6,63.46,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4168,Asuka 881157,4112,Valid,H4,387.61,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4169,Asuka 881158,4113,Valid,H4,45.18,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4170,Asuka 881159,4114,Valid,H5,23.63,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4171,Asuka 881160,4115,Valid,H4,107.16,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4172,Asuka 881161,4116,Valid,H3,19.52,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4173,Asuka 881162,4117,Valid,LL3,69.4,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4174,Asuka 881163,4118,Valid,L6,111.77,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4175,Asuka 881165,4119,Valid,H4,59.98,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4176,Asuka 881166,4120,Valid,L3,340.69,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4177,Asuka 881167,4121,Valid,L3,243.55,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4178,Asuka 881169,4122,Valid,H4,24.92,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4179,Asuka 881170,4123,Valid,Howardite,26.41,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4180,Asuka 881171,4124,Valid,LL4,68.16,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4181,Asuka 881172,4125,Valid,H4,88.93,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4182,Asuka 881173,4126,Valid,H3,20.51,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4183,Asuka 881174,4127,Valid,H3,64.69,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4184,Asuka 881175,4128,Valid,LL4,64.84,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4185,Asuka 881176,4129,Valid,H4,32.43,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4186,Asuka 881177,4130,Valid,H6,252.05,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4187,Asuka 881178,4131,Valid,H,84.87,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4188,Asuka 881180,4132,Valid,H5,73.33,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4189,Asuka 881181,4133,Valid,L3,198.3,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4190,Asuka 881182,4134,Valid,H4,16.21,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4191,Asuka 881183,4135,Valid,L3,114.03,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4192,Asuka 881185,4136,Valid,L3,362.2,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4193,Asuka 881186,4137,Valid,H3,29.23,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4194,Asuka 881187,4138,Valid,H4,49.3,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4195,Asuka 881189,4139,Valid,L6,63.97,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4196,Asuka 881190,4140,Valid,L3,193.35,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4197,Asuka 881191,4141,Valid,H5,92.81,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4198,Asuka 881192,4142,Valid,H5,83.34,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4199,Asuka 881193,4143,Valid,L3,15.05,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4200,Asuka 881196,4144,Valid,L3,29.01,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4201,Asuka 881198,4145,Valid,H6,11.66,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4202,Asuka 881199,4146,Valid,LL3.4,604.31,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4203,Asuka 881200,4147,Valid,H4,127.17,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4204,Asuka 881201,4148,Valid,H4,15.25,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4205,Asuka 881202,4149,Valid,H4,46.94,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4206,Asuka 881203,4150,Valid,H6,15.78,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4207,Asuka 881204,4151,Valid,L6,587.06,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4208,Asuka 881205,4152,Valid,H6,31.09,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4209,Asuka 881206,4153,Valid,H4,793.12,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4210,Asuka 881207,4154,Valid,H5,20.08,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4211,Asuka 881208,4155,Valid,H6,344.69,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4212,Asuka 881209,4156,Valid,H5,152.34,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4213,Asuka 881210,4157,Valid,Diogenite,40.16,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4214,Asuka 881212,4158,Valid,H3.6,97.5,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4215,Asuka 881213,4159,Valid,H6,146.28,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4216,Asuka 881214,4160,Valid,H4,111.24,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4217,Asuka 881215,4161,Valid,L6,233.84,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4218,Asuka 881216,4162,Valid,H3.7,119.32,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4219,Asuka 881217,4163,Valid,H4,311.0,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4220,Asuka 881218,4164,Valid,H4,28.0,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4221,Asuka 881219,4165,Valid,H4,83.29,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
4222,Asuka 881220,4166,Valid,Ureilite,48.97,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
